,Airline_Mentioned,Attribute_Mentioned
19158,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort', 'food_beverage']"
19159,['british_airway'],"['food_beverage', 'monetary_values', 'customer_service']"
19160,['british_airway'],"['food_beverage', 'customer_service', 'comfort', 'check-in_boarding']"
19161,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort', 'monetary_values']"
19162,['british_airway'],"['comfort', 'customer_service', 'monetary_values', 'food_beverage', 'check-in_boarding']"
19163,['british_airway'],"['customer_service', 'food_beverage', 'monetary_values', 'check-in_boarding', 'comfort', 'in-flight_entertainment']"
19164,"['british_airway', 'american_airline']","['check-in_boarding', 'customer_service']"
19165,"['british_airway', 'ryanair']","['customer_service', 'food_beverage', 'check-in_boarding', 'comfort', 'monetary_values']"
19166,['british_airway'],"['monetary_values', 'check-in_boarding', 'comfort']"
19168,['british_airway'],"['customer_service', 'food_beverage', 'comfort']"
19169,['british_airway'],"['customer_service', 'check-in_boarding', 'cleanliness', 'comfort']"
19170,"['british_airway', 'ryanair']","['check-in_boarding', 'monetary_values']"
19171,['british_airway'],"['monetary_values', 'food_beverage', 'check-in_boarding', 'customer_service']"
19172,['british_airway'],"['comfort', 'food_beverage', 'in-flight_entertainment', 'check-in_boarding', 'monetary_values', 'customer_service']"
19173,['british_airway'],"['cleanliness', 'food_beverage', 'comfort', 'in-flight_entertainment']"
19174,"['british_airway', 'emirates_airline']","['monetary_values', 'comfort', 'customer_service', 'food_beverage', 'check-in_boarding']"
19175,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'cleanliness', 'monetary_values', 'comfort']"
19176,['british_airway'],"['food_beverage', 'check-in_boarding', 'comfort', 'in-flight_entertainment']"
19177,['british_airway'],"['comfort', 'check-in_boarding', 'monetary_values', 'customer_service']"
19178,['british_airway'],"['check-in_boarding', 'comfort', 'in-flight_entertainment', 'food_beverage', 'customer_service']"
19179,['british_airway'],"['check-in_boarding', 'comfort', 'food_beverage', 'in-flight_entertainment']"
19180,['british_airway'],"['check-in_boarding', 'customer_service']"
19181,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values']"
19182,['british_airway'],"['customer_service', 'check-in_boarding', 'cleanliness', 'monetary_values', 'food_beverage']"
19183,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values']"
19184,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'cleanliness', 'in-flight_entertainment', 'monetary_values']"
19185,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage']"
19186,['british_airway'],"['comfort', 'check-in_boarding', 'food_beverage', 'customer_service']"
19187,['british_airway'],"['in-flight_entertainment', 'food_beverage', 'check-in_boarding', 'monetary_values']"
19188,['british_airway'],"['customer_service', 'monetary_values', 'check-in_boarding']"
19189,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'food_beverage', 'comfort']"
19190,['british_airway'],"['comfort', 'customer_service', 'check-in_boarding', 'food_beverage']"
19191,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'in-flight_entertainment']"
19192,['british_airway'],"['comfort', 'monetary_values', 'food_beverage', 'customer_service', 'check-in_boarding']"
19193,['british_airway'],"['comfort', 'monetary_values', 'customer_service', 'food_beverage', 'check-in_boarding']"
19194,['british_airway'],['customer_service']
19195,"['british_airway', 'united_airline']","['check-in_boarding', 'comfort', 'cleanliness']"
19196,['british_airway'],"['check-in_boarding', 'comfort', 'food_beverage', 'customer_service']"
19197,['british_airway'],['check-in_boarding']
19198,['british_airway'],"['customer_service', 'food_beverage', 'comfort']"
19199,['british_airway'],"['customer_service', 'comfort', 'in-flight_entertainment']"
19200,['british_airway'],"['comfort', 'food_beverage']"
19201,['british_airway'],"['customer_service', 'comfort']"
19202,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19203,['british_airway'],"['customer_service', 'check-in_boarding', 'comfort', 'monetary_values']"
19204,['british_airway'],"['comfort', 'monetary_values', 'check-in_boarding', 'customer_service']"
19205,"['british_airway', 'ryanair']","['comfort', 'food_beverage', 'customer_service', 'check-in_boarding']"
19206,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage']"
19207,"['british_airway', 'emirates_airline']","['customer_service', 'check-in_boarding', 'food_beverage', 'comfort', 'monetary_values']"
19208,['british_airway'],"['customer_service', 'comfort', 'monetary_values', 'food_beverage']"
19209,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort', 'in-flight_entertainment', 'monetary_values']"
19210,['british_airway'],"['check-in_boarding', 'cleanliness', 'food_beverage', 'comfort', 'monetary_values', 'customer_service']"
19211,['british_airway'],"['food_beverage', 'check-in_boarding', 'customer_service', 'in-flight_entertainment']"
19212,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service']"
19213,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage']"
19214,['british_airway'],"['customer_service', 'food_beverage', 'comfort', 'monetary_values']"
19215,['british_airway'],['customer_service']
19216,['british_airway'],"['comfort', 'food_beverage', 'customer_service']"
19217,['british_airway'],"['comfort', 'food_beverage', 'monetary_values', 'check-in_boarding']"
19218,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service']"
19219,['british_airway'],"['comfort', 'food_beverage', 'customer_service', 'monetary_values']"
19220,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service']"
19221,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'cleanliness', 'food_beverage', 'in-flight_entertainment']"
19222,['british_airway'],"['comfort', 'customer_service', 'check-in_boarding']"
19223,['british_airway'],"['comfort', 'check-in_boarding', 'monetary_values', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19224,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort', 'food_beverage', 'in-flight_entertainment', 'cleanliness']"
19225,['british_airway'],"['food_beverage', 'customer_service']"
19226,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values']"
19227,['british_airway'],"['comfort', 'food_beverage', 'check-in_boarding', 'customer_service']"
19228,['british_airway'],"['check-in_boarding', 'comfort', 'in-flight_entertainment', 'customer_service', 'food_beverage']"
19229,['british_airway'],"['customer_service', 'food_beverage', 'check-in_boarding', 'monetary_values']"
19230,"['british_airway', 'emirates_airline', 'delta_airline', 'american_airline']","['check-in_boarding', 'customer_service', 'comfort', 'monetary_values', 'food_beverage']"
19231,['british_airway'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service', 'food_beverage']"
19232,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
19233,['british_airway'],"['check-in_boarding', 'customer_service']"
19234,['british_airway'],"['customer_service', 'check-in_boarding', 'comfort', 'monetary_values', 'cleanliness', 'food_beverage', 'in-flight_entertainment']"
19235,['british_airway'],"['comfort', 'check-in_boarding', 'food_beverage']"
19236,"['british_airway', 'ryanair']","['check-in_boarding', 'customer_service']"
19237,['british_airway'],"['cleanliness', 'customer_service', 'food_beverage', 'in-flight_entertainment', 'comfort', 'monetary_values']"
19238,['british_airway'],"['check-in_boarding', 'comfort', 'food_beverage', 'in-flight_entertainment']"
19239,['british_airway'],"['check-in_boarding', 'cleanliness', 'food_beverage', 'customer_service', 'monetary_values']"
19240,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'monetary_values']"
19241,['british_airway'],"['comfort', 'check-in_boarding', 'customer_service', 'food_beverage']"
19242,['british_airway'],"['customer_service', 'monetary_values']"
19243,['british_airway'],"['food_beverage', 'customer_service', 'comfort', 'cleanliness', 'monetary_values', 'check-in_boarding']"
19244,['british_airway'],"['in-flight_entertainment', 'comfort', 'customer_service', 'check-in_boarding']"
19245,['british_airway'],"['food_beverage', 'customer_service', 'comfort', 'check-in_boarding']"
19246,['british_airway'],"['cleanliness', 'customer_service', 'food_beverage', 'check-in_boarding', 'in-flight_entertainment', 'monetary_values']"
19247,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19248,['british_airway'],"['check-in_boarding', 'monetary_values']"
19249,['british_airway'],"['food_beverage', 'customer_service', 'comfort', 'in-flight_entertainment', 'check-in_boarding', 'monetary_values']"
19250,['british_airway'],"['monetary_values', 'customer_service', 'check-in_boarding', 'comfort', 'in-flight_entertainment', 'food_beverage']"
19251,['british_airway'],"['check-in_boarding', 'monetary_values', 'comfort', 'food_beverage', 'customer_service']"
19252,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort']"
19253,['british_airway'],"['check-in_boarding', 'customer_service']"
19254,"['british_airway', 'ryanair']","['check-in_boarding', 'monetary_values', 'comfort', 'customer_service']"
19255,['british_airway'],"['monetary_values', 'customer_service', 'check-in_boarding', 'comfort', 'in-flight_entertainment', 'food_beverage']"
19256,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'monetary_values', 'cleanliness', 'food_beverage']"
19257,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service', 'food_beverage', 'comfort']"
19258,['british_airway'],"['in-flight_entertainment', 'check-in_boarding', 'comfort', 'food_beverage', 'customer_service']"
19259,['british_airway'],"['check-in_boarding', 'comfort', 'monetary_values']"
19260,['british_airway'],"['comfort', 'monetary_values', 'check-in_boarding', 'customer_service']"
19261,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
19262,['british_airway'],"['customer_service', 'monetary_values', 'food_beverage']"
19263,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19264,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort', 'cleanliness', 'in-flight_entertainment', 'monetary_values']"
19265,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'monetary_values', 'comfort']"
19266,['british_airway'],"['in-flight_entertainment', 'customer_service', 'check-in_boarding']"
19267,['british_airway'],"['monetary_values', 'comfort', 'check-in_boarding', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19268,"['british_airway', 'emirates_airline']","['customer_service', 'comfort']"
19269,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'monetary_values']"
19270,['british_airway'],"['comfort', 'monetary_values', 'customer_service', 'check-in_boarding', 'cleanliness', 'food_beverage']"
19271,['british_airway'],"['monetary_values', 'check-in_boarding', 'comfort']"
19272,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'comfort', 'monetary_values']"
19273,['british_airway'],"['comfort', 'customer_service', 'food_beverage', 'check-in_boarding']"
19274,['british_airway'],"['monetary_values', 'customer_service', 'comfort']"
19275,['british_airway'],"['customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19276,['british_airway'],"['check-in_boarding', 'comfort', 'food_beverage', 'monetary_values']"
19277,['british_airway'],['comfort']
19278,"['british_airway', 'ryanair']","['comfort', 'check-in_boarding', 'food_beverage', 'monetary_values']"
19279,['british_airway'],"['customer_service', 'in-flight_entertainment']"
19280,['british_airway'],['customer_service']
19281,['british_airway'],"['customer_service', 'food_beverage', 'monetary_values']"
19282,['british_airway'],"['comfort', 'monetary_values', 'check-in_boarding']"
19283,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19284,['british_airway'],"['customer_service', 'comfort', 'monetary_values', 'check-in_boarding']"
19285,['british_airway'],"['check-in_boarding', 'food_beverage', 'monetary_values', 'comfort', 'customer_service']"
19286,['british_airway'],"['check-in_boarding', 'customer_service', 'in-flight_entertainment', 'food_beverage']"
19287,['british_airway'],"['comfort', 'check-in_boarding', 'monetary_values', 'food_beverage', 'customer_service']"
19288,"['british_airway', 'american_airline']","['customer_service', 'comfort', 'monetary_values', 'food_beverage', 'check-in_boarding']"
19289,['british_airway'],"['comfort', 'in-flight_entertainment', 'check-in_boarding']"
19290,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding', 'monetary_values']"
19291,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'cleanliness']"
19292,['british_airway'],"['check-in_boarding', 'customer_service']"
19293,['british_airway'],"['in-flight_entertainment', 'food_beverage', 'check-in_boarding', 'monetary_values', 'customer_service']"
19294,['british_airway'],"['comfort', 'customer_service', 'in-flight_entertainment', 'monetary_values']"
19295,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values']"
19296,['british_airway'],"['comfort', 'check-in_boarding', 'customer_service', 'monetary_values']"
19297,['british_airway'],"['customer_service', 'comfort', 'food_beverage']"
19298,['british_airway'],"['comfort', 'food_beverage', 'customer_service', 'check-in_boarding']"
19299,['british_airway'],"['comfort', 'customer_service', 'check-in_boarding', 'food_beverage', 'cleanliness', 'in-flight_entertainment', 'monetary_values']"
19300,['british_airway'],"['comfort', 'customer_service', 'check-in_boarding']"
19301,['british_airway'],"['customer_service', 'comfort', 'food_beverage']"
19302,['british_airway'],"['comfort', 'monetary_values', 'check-in_boarding']"
19303,['british_airway'],"['comfort', 'monetary_values', 'in-flight_entertainment', 'customer_service', 'check-in_boarding', 'food_beverage']"
19304,"['british_airway', 'ryanair']","['food_beverage', 'check-in_boarding', 'customer_service', 'monetary_values']"
19305,['british_airway'],"['customer_service', 'in-flight_entertainment']"
19306,['british_airway'],"['monetary_values', 'comfort', 'check-in_boarding', 'customer_service']"
19307,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding', 'monetary_values']"
19308,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service']"
19309,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'food_beverage', 'check-in_boarding']"
19310,['british_airway'],"['comfort', 'customer_service', 'monetary_values', 'check-in_boarding', 'food_beverage']"
19311,['british_airway'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']"
19312,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage']"
19313,['british_airway'],"['comfort', 'check-in_boarding', 'food_beverage', 'customer_service', 'monetary_values']"
19314,"['british_airway', 'american_airline']","['check-in_boarding', 'monetary_values', 'food_beverage', 'comfort', 'in-flight_entertainment']"
19315,['british_airway'],"['comfort', 'check-in_boarding', 'food_beverage', 'cleanliness', 'customer_service']"
19316,['british_airway'],"['check-in_boarding', 'food_beverage']"
19317,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19318,['british_airway'],"['comfort', 'check-in_boarding', 'monetary_values', 'food_beverage', 'customer_service']"
19319,['british_airway'],"['comfort', 'cleanliness', 'in-flight_entertainment', 'customer_service', 'check-in_boarding']"
19320,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort']"
19321,['british_airway'],"['comfort', 'food_beverage']"
19322,['british_airway'],"['comfort', 'in-flight_entertainment']"
19323,['british_airway'],"['customer_service', 'check-in_boarding', 'comfort', 'food_beverage']"
19324,['british_airway'],"['comfort', 'check-in_boarding', 'in-flight_entertainment', 'customer_service', 'food_beverage', 'monetary_values']"
19325,['british_airway'],"['monetary_values', 'check-in_boarding', 'food_beverage', 'comfort']"
19326,"['british_airway', 'emirates_airline']","['monetary_values', 'check-in_boarding', 'customer_service', 'comfort']"
19327,['british_airway'],"['comfort', 'check-in_boarding', 'monetary_values', 'food_beverage', 'customer_service']"
19328,['british_airway'],"['monetary_values', 'comfort', 'in-flight_entertainment', 'check-in_boarding', 'customer_service']"
19329,['british_airway'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service']"
19330,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'monetary_values']"
19331,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'food_beverage', 'comfort', 'cleanliness', 'in-flight_entertainment']"
19332,"['british_airway', 'emirates_airline']","['check-in_boarding', 'monetary_values', 'comfort', 'customer_service']"
19333,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'cleanliness', 'monetary_values', 'comfort']"
19334,['british_airway'],"['monetary_values', 'comfort', 'check-in_boarding', 'customer_service', 'food_beverage']"
19335,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'food_beverage']"
19336,['british_airway'],"['customer_service', 'food_beverage', 'check-in_boarding', 'comfort', 'in-flight_entertainment']"
19337,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'in-flight_entertainment', 'comfort', 'food_beverage']"
19338,['british_airway'],"['comfort', 'food_beverage', 'monetary_values', 'customer_service']"
19339,['british_airway'],"['monetary_values', 'customer_service', 'check-in_boarding', 'cleanliness', 'comfort', 'food_beverage']"
19340,['british_airway'],"['customer_service', 'monetary_values', 'food_beverage', 'check-in_boarding']"
19341,['british_airway'],['check-in_boarding']
19342,"['british_airway', 'emirates_airline']","['customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19343,['british_airway'],"['comfort', 'food_beverage']"
19344,"['british_airway', 'ryanair']","['comfort', 'customer_service', 'check-in_boarding', 'monetary_values']"
19345,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values']"
19346,['british_airway'],"['check-in_boarding', 'cleanliness', 'comfort']"
19347,['british_airway'],"['comfort', 'customer_service', 'food_beverage']"
19348,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort', 'in-flight_entertainment']"
19349,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage']"
19350,['british_airway'],"['food_beverage', 'check-in_boarding', 'comfort', 'monetary_values', 'customer_service']"
19351,['british_airway'],"['comfort', 'cleanliness', 'check-in_boarding', 'in-flight_entertainment', 'monetary_values', 'customer_service', 'food_beverage']"
19352,['british_airway'],"['monetary_values', 'comfort', 'food_beverage', 'check-in_boarding', 'customer_service']"
19353,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort']"
19354,['british_airway'],"['food_beverage', 'comfort', 'customer_service', 'in-flight_entertainment', 'monetary_values', 'check-in_boarding']"
19355,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'comfort', 'in-flight_entertainment']"
19356,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19357,['british_airway'],"['check-in_boarding', 'customer_service']"
19358,"['british_airway', 'ryanair']","['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
19359,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding', 'monetary_values', 'cleanliness']"
19360,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'check-in_boarding', 'food_beverage', 'in-flight_entertainment']"
19361,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service']"
19362,['british_airway'],"['check-in_boarding', 'customer_service', 'in-flight_entertainment', 'monetary_values', 'food_beverage']"
19363,['british_airway'],"['check-in_boarding', 'customer_service']"
19364,"['british_airway', 'emirates_airline']","['customer_service', 'check-in_boarding', 'comfort', 'cleanliness', 'food_beverage']"
19365,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values']"
19366,['british_airway'],"['customer_service', 'food_beverage', 'check-in_boarding', 'comfort', 'in-flight_entertainment', 'monetary_values']"
19367,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'comfort']"
19368,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'food_beverage']"
19369,['british_airway'],"['customer_service', 'comfort', 'food_beverage', 'in-flight_entertainment']"
19370,['british_airway'],"['check-in_boarding', 'food_beverage', 'comfort']"
19371,['british_airway'],"['check-in_boarding', 'food_beverage', 'comfort']"
19372,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
19373,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'cleanliness', 'comfort']"
19374,['british_airway'],"['customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19375,['british_airway'],"['comfort', 'check-in_boarding', 'customer_service', 'food_beverage']"
19376,['british_airway'],"['cleanliness', 'comfort', 'food_beverage', 'check-in_boarding']"
19377,['british_airway'],"['monetary_values', 'check-in_boarding', 'comfort', 'food_beverage', 'in-flight_entertainment', 'customer_service']"
19378,['british_airway'],"['customer_service', 'food_beverage', 'check-in_boarding']"
19379,['british_airway'],"['monetary_values', 'check-in_boarding', 'customer_service', 'food_beverage', 'comfort']"
19380,['british_airway'],"['monetary_values', 'cleanliness', 'comfort', 'check-in_boarding', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19381,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'food_beverage']"
19382,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service', 'food_beverage']"
19383,"['british_airway', 'emirates_airline']","['in-flight_entertainment', 'check-in_boarding', 'food_beverage', 'customer_service']"
19384,['british_airway'],"['check-in_boarding', 'customer_service', 'monetary_values', 'food_beverage', 'comfort']"
19385,['british_airway'],"['check-in_boarding', 'customer_service']"
19386,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage']"
19387,['british_airway'],"['customer_service', 'monetary_values', 'in-flight_entertainment', 'cleanliness', 'food_beverage', 'check-in_boarding']"
19388,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service']"
19389,['british_airway'],"['check-in_boarding', 'customer_service']"
19390,"['british_airway', 'ryanair']","['customer_service', 'monetary_values', 'check-in_boarding']"
19391,['british_airway'],"['comfort', 'food_beverage', 'check-in_boarding', 'customer_service']"
19392,['british_airway'],"['check-in_boarding', 'customer_service']"
19393,['british_airway'],"['check-in_boarding', 'monetary_values', 'customer_service', 'in-flight_entertainment', 'food_beverage']"
19394,['british_airway'],"['check-in_boarding', 'comfort', 'food_beverage']"
19395,['british_airway'],"['monetary_values', 'food_beverage', 'comfort', 'in-flight_entertainment']"
19396,['british_airway'],"['check-in_boarding', 'comfort', 'food_beverage', 'customer_service']"
19397,['british_airway'],"['check-in_boarding', 'comfort', 'in-flight_entertainment', 'monetary_values']"
19398,['british_airway'],"['comfort', 'customer_service', 'check-in_boarding']"
19399,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
19400,['british_airway'],"['monetary_values', 'comfort', 'customer_service', 'food_beverage', 'check-in_boarding']"
19401,['british_airway'],"['comfort', 'customer_service', 'check-in_boarding', 'food_beverage', 'monetary_values']"
19402,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19403,['british_airway'],"['customer_service', 'comfort']"
19404,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
19405,['british_airway'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values', 'comfort']"
19406,['british_airway'],"['monetary_values', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19407,"['british_airway', 'emirates_airline']","['customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19408,['british_airway'],"['customer_service', 'cleanliness', 'food_beverage', 'comfort', 'monetary_values', 'in-flight_entertainment']"
19409,['british_airway'],"['check-in_boarding', 'monetary_values']"
19410,['british_airway'],"['check-in_boarding', 'customer_service', 'in-flight_entertainment', 'food_beverage']"
19411,['british_airway'],"['check-in_boarding', 'comfort', 'food_beverage', 'customer_service', 'in-flight_entertainment']"
19412,['british_airway'],"['comfort', 'customer_service', 'food_beverage', 'cleanliness']"
19413,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values', 'food_beverage', 'comfort']"
19414,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'check-in_boarding', 'food_beverage']"
19415,['british_airway'],"['customer_service', 'check-in_boarding']"
19416,['british_airway'],"['cleanliness', 'check-in_boarding', 'food_beverage', 'comfort', 'customer_service']"
19417,"['british_airway', 'united_airline']","['check-in_boarding', 'customer_service', 'monetary_values', 'food_beverage', 'in-flight_entertainment', 'comfort']"
19418,['british_airway'],"['customer_service', 'food_beverage', 'comfort']"
19419,['british_airway'],"['monetary_values', 'comfort', 'check-in_boarding', 'customer_service', 'food_beverage']"
19420,['british_airway'],"['comfort', 'check-in_boarding']"
19421,['british_airway'],"['comfort', 'customer_service', 'check-in_boarding', 'food_beverage']"
19422,"['british_airway', 'emirates_airline']","['comfort', 'customer_service', 'check-in_boarding']"
19423,['british_airway'],"['check-in_boarding', 'customer_service', 'in-flight_entertainment']"
19424,['british_airway'],"['check-in_boarding', 'customer_service']"
19425,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'monetary_values', 'in-flight_entertainment']"
19426,['british_airway'],"['customer_service', 'monetary_values', 'food_beverage', 'check-in_boarding', 'comfort']"
19427,['british_airway'],"['monetary_values', 'check-in_boarding']"
19428,['british_airway'],"['food_beverage', 'check-in_boarding']"
19429,"['british_airway', 'ryanair']","['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']"
19430,['british_airway'],"['monetary_values', 'customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19431,['british_airway'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19432,['british_airway'],"['comfort', 'food_beverage', 'check-in_boarding']"
19433,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'food_beverage']"
19434,['british_airway'],"['comfort', 'food_beverage']"
19435,['british_airway'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service', 'food_beverage']"
19436,['british_airway'],"['customer_service', 'comfort']"
19437,['british_airway'],"['customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
19438,['british_airway'],"['comfort', 'customer_service']"
19439,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'monetary_values', 'food_beverage']"
19440,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'comfort', 'monetary_values']"
19441,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding']"
19442,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'monetary_values']"
19443,['british_airway'],"['customer_service', 'check-in_boarding', 'monetary_values']"
19444,['british_airway'],"['comfort', 'check-in_boarding', 'in-flight_entertainment', 'customer_service', 'monetary_values']"
19445,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'check-in_boarding']"
19446,['british_airway'],"['customer_service', 'check-in_boarding', 'food_beverage', 'comfort', 'in-flight_entertainment', 'monetary_values']"
19447,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage', 'in-flight_entertainment']"
19448,['british_airway'],"['comfort', 'customer_service', 'food_beverage', 'check-in_boarding', 'monetary_values']"
19449,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'food_beverage', 'check-in_boarding', 'in-flight_entertainment']"
19450,"['british_airway', 'american_airline']","['monetary_values', 'comfort', 'check-in_boarding', 'customer_service']"
19451,['british_airway'],"['customer_service', 'monetary_values', 'comfort', 'check-in_boarding', 'food_beverage', 'cleanliness']"
19452,['british_airway'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage']"
19453,['british_airway'],"['monetary_values', 'check-in_boarding', 'cleanliness', 'food_beverage']"
19454,['british_airway'],"['check-in_boarding', 'cleanliness', 'customer_service', 'food_beverage', 'in-flight_entertainment']"
19455,['british_airway'],"['check-in_boarding', 'comfort', 'customer_service', 'food_beverage']"
19456,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding', 'food_beverage', 'in-flight_entertainment']"
19457,['british_airway'],"['customer_service', 'monetary_values', 'food_beverage']"
19458,['british_airway'],"['customer_service', 'check-in_boarding', 'comfort']"
19459,"['british_airway', 'ryanair']","['comfort', 'check-in_boarding', 'customer_service', 'in-flight_entertainment', 'food_beverage', 'monetary_values']"
19460,['british_airway'],"['check-in_boarding', 'customer_service', 'cleanliness', 'food_beverage', 'monetary_values', 'comfort']"
19461,['british_airway'],"['comfort', 'monetary_values', 'customer_service', 'check-in_boarding', 'food_beverage']"
19462,"['british_airway', 'air_canada']","['monetary_values', 'check-in_boarding', 'food_beverage', 'customer_service', 'comfort']"
19463,['british_airway'],"['customer_service', 'comfort', 'check-in_boarding', 'food_beverage', 'monetary_values']"
19464,['british_airway'],"['comfort', 'monetary_values', 'customer_service']"
