,Airline_Mentioned,Attribute_Mentioned
12114,['frontier_airline'],['customer_service']
12115,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12116,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'in-flight_entertainment', 'customer_service']"
12117,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12118,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']"
12119,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12120,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12121,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12122,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12123,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12124,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12125,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12126,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
12127,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12128,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12129,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
12130,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service', 'in-flight_entertainment']"
12131,['frontier_airline'],"['customer_service', 'monetary_values']"
12132,"['frontier_airline', 'spirit_airline', 'united_airline']","['check-in_boarding', 'customer_service', 'monetary_values']"
12133,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12134,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort']"
12135,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12136,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12137,"['frontier_airline', 'southwest_airline']","['check-in_boarding', 'customer_service', 'monetary_values']"
12138,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12139,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12140,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12141,['frontier_airline'],"['monetary_values', 'comfort', 'customer_service']"
12142,['frontier_airline'],"['monetary_values', 'customer_service']"
12143,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12144,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12145,['frontier_airline'],"['comfort', 'monetary_values']"
12146,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12147,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12148,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12149,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12150,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12151,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12152,"['frontier_airline', 'united_airline']","['check-in_boarding', 'comfort', 'monetary_values']"
12153,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service', 'food_beverage']"
12154,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12155,['frontier_airline'],['customer_service']
12156,"['frontier_airline', 'american_airline']",['monetary_values']
12157,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12158,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12159,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12160,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12161,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12162,"['frontier_airline', 'southwest_airline']","['check-in_boarding', 'food_beverage', 'monetary_values', 'customer_service']"
12163,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12164,['frontier_airline'],['comfort']
12165,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12166,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12167,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'food_beverage']"
12168,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12169,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12170,['frontier_airline'],"['monetary_values', 'customer_service', 'comfort', 'check-in_boarding']"
12171,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12172,['frontier_airline'],"['check-in_boarding', 'comfort', 'monetary_values', 'food_beverage']"
12173,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12174,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12175,['frontier_airline'],['monetary_values']
12176,['frontier_airline'],['check-in_boarding']
12177,['frontier_airline'],"['customer_service', 'monetary_values']"
12178,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12179,['frontier_airline'],['check-in_boarding']
12180,['frontier_airline'],"['monetary_values', 'customer_service']"
12181,"['frontier_airline', 'delta_airline']","['monetary_values', 'check-in_boarding']"
12182,['frontier_airline'],"['comfort', 'monetary_values', 'check-in_boarding']"
12183,"['frontier_airline', 'southwest_airline']","['check-in_boarding', 'monetary_values']"
12184,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12185,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12186,"['frontier_airline', 'southwest_airline']","['check-in_boarding', 'customer_service']"
12187,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage', 'customer_service']"
12189,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12190,['frontier_airline'],"['comfort', 'check-in_boarding', 'food_beverage']"
12191,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12192,['frontier_airline'],"['check-in_boarding', 'comfort', 'customer_service', 'food_beverage', 'monetary_values']"
12193,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12194,"['frontier_airline', 'southwest_airline']","['customer_service', 'check-in_boarding', 'monetary_values']"
12195,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12196,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12197,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
12198,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12199,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12200,['frontier_airline'],['check-in_boarding']
12201,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12202,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12203,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12204,['frontier_airline'],"['comfort', 'check-in_boarding', 'customer_service']"
12205,['frontier_airline'],['comfort']
12206,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12207,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage', 'customer_service']"
12208,['frontier_airline'],['monetary_values']
12209,"['frontier_airline', 'spirit_airline']","['check-in_boarding', 'customer_service']"
12210,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
12211,"['frontier_airline', 'delta_airline']","['check-in_boarding', 'food_beverage']"
12212,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12213,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12214,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12216,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12217,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12218,['frontier_airline'],"['comfort', 'customer_service', 'food_beverage', 'check-in_boarding', 'monetary_values']"
12219,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12220,['frontier_airline'],['customer_service']
12221,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12222,['frontier_airline'],"['monetary_values', 'comfort', 'cleanliness', 'customer_service', 'check-in_boarding']"
12223,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12224,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
12225,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12226,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12227,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12228,['frontier_airline'],"['monetary_values', 'comfort']"
12229,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12230,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12231,"['frontier_airline', 'american_airline']","['check-in_boarding', 'monetary_values', 'customer_service', 'comfort']"
12232,['frontier_airline'],['check-in_boarding']
12233,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12234,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12235,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'customer_service']"
12237,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12238,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12239,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12240,['frontier_airline'],['check-in_boarding']
12241,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'in-flight_entertainment']"
12242,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12243,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12244,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12245,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values']"
12246,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values', 'customer_service']"
12247,"['frontier_airline', 'united_airline']","['monetary_values', 'check-in_boarding', 'customer_service']"
12248,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12249,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12250,['frontier_airline'],['monetary_values']
12251,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage']"
12252,"['frontier_airline', 'southwest_airline']",['check-in_boarding']
12253,['frontier_airline'],"['cleanliness', 'comfort', 'customer_service', 'monetary_values']"
12254,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']"
12255,['frontier_airline'],"['monetary_values', 'customer_service']"
12256,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort']"
12257,"['frontier_airline', 'spirit_airline']","['customer_service', 'check-in_boarding']"
12258,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12259,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12260,['frontier_airline'],['check-in_boarding']
12261,['frontier_airline'],"['customer_service', 'monetary_values']"
12262,['frontier_airline'],"['customer_service', 'comfort', 'food_beverage']"
12263,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12264,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12265,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12266,['frontier_airline'],['check-in_boarding']
12267,['frontier_airline'],['check-in_boarding']
12268,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12269,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12270,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12271,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values', 'cleanliness']"
12272,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage', 'customer_service']"
12273,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12274,['frontier_airline'],['customer_service']
12275,['frontier_airline'],['check-in_boarding']
12276,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12277,['frontier_airline'],['check-in_boarding']
12278,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12279,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12280,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12281,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12282,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12283,['frontier_airline'],"['comfort', 'check-in_boarding', 'monetary_values']"
12284,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12285,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12286,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12287,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12288,['frontier_airline'],['check-in_boarding']
12289,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12290,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12291,['frontier_airline'],['customer_service']
12292,['frontier_airline'],['check-in_boarding']
12293,"['frontier_airline', 'spirit_airline']","['comfort', 'check-in_boarding', 'monetary_values']"
12294,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12295,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12296,"['frontier_airline', 'southwest_airline']","['check-in_boarding', 'customer_service', 'monetary_values']"
12297,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12298,['frontier_airline'],['check-in_boarding']
12299,['frontier_airline'],"['monetary_values', 'comfort', 'customer_service', 'check-in_boarding']"
12300,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12301,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort', 'food_beverage']"
12302,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12303,['frontier_airline'],['check-in_boarding']
12304,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'food_beverage', 'comfort', 'in-flight_entertainment']"
12305,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12306,['frontier_airline'],['check-in_boarding']
12307,['frontier_airline'],['check-in_boarding']
12308,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12309,"['frontier_airline', 'southwest_airline']","['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
12310,['frontier_airline'],"['comfort', 'check-in_boarding', 'customer_service', 'monetary_values']"
12311,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12312,['frontier_airline'],['check-in_boarding']
12313,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12314,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12315,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12316,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12317,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12318,"['frontier_airline', 'southwest_airline']","['monetary_values', 'check-in_boarding']"
12319,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12320,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12321,"['frontier_airline', 'united_airline']","['monetary_values', 'check-in_boarding', 'comfort', 'food_beverage', 'customer_service']"
12322,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
12323,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12324,['frontier_airline'],"['comfort', 'monetary_values', 'food_beverage']"
12325,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort', 'food_beverage', 'monetary_values']"
12326,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12327,['frontier_airline'],"['customer_service', 'comfort', 'food_beverage', 'check-in_boarding']"
12328,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12329,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values']"
12330,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12331,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'customer_service']"
12332,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12333,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'customer_service']"
12334,['frontier_airline'],"['customer_service', 'monetary_values']"
12335,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage']"
12336,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12337,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12338,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12339,['frontier_airline'],"['customer_service', 'monetary_values']"
12340,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12341,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12342,['frontier_airline'],['customer_service']
12343,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
12344,['frontier_airline'],"['monetary_values', 'comfort']"
12345,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12346,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12347,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12348,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12349,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
12350,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12351,['frontier_airline'],['check-in_boarding']
12352,['frontier_airline'],"['customer_service', 'monetary_values']"
12353,['frontier_airline'],['check-in_boarding']
12354,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values', 'customer_service']"
12355,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12356,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12357,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12358,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12359,['frontier_airline'],"['monetary_values', 'comfort', 'check-in_boarding', 'customer_service']"
12360,['frontier_airline'],"['in-flight_entertainment', 'check-in_boarding', 'monetary_values', 'customer_service']"
12361,['frontier_airline'],['check-in_boarding']
12362,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'customer_service']"
12363,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12364,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
12365,['frontier_airline'],"['check-in_boarding', 'in-flight_entertainment', 'customer_service']"
12366,['frontier_airline'],['monetary_values']
12367,['frontier_airline'],['check-in_boarding']
12368,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
12369,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'comfort', 'cleanliness']"
12370,['frontier_airline'],['check-in_boarding']
12371,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12372,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12373,['frontier_airline'],['check-in_boarding']
12374,['frontier_airline'],['check-in_boarding']
12375,['frontier_airline'],"['check-in_boarding', 'comfort']"
12376,['frontier_airline'],['monetary_values']
12377,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12378,['frontier_airline'],"['check-in_boarding', 'customer_service', 'in-flight_entertainment', 'monetary_values']"
12379,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12380,['frontier_airline'],"['check-in_boarding', 'customer_service', 'cleanliness', 'comfort', 'food_beverage', 'monetary_values']"
12381,['frontier_airline'],"['customer_service', 'monetary_values']"
12382,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
12383,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12384,['frontier_airline'],['check-in_boarding']
12385,['frontier_airline'],"['check-in_boarding', 'in-flight_entertainment', 'customer_service']"
12386,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12387,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12388,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12389,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12390,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12391,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12392,['frontier_airline'],['monetary_values']
12393,['frontier_airline'],['customer_service']
12394,['frontier_airline'],"['monetary_values', 'comfort', 'check-in_boarding', 'food_beverage']"
12395,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']"
12396,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12397,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12398,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12399,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12400,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12401,['frontier_airline'],"['comfort', 'food_beverage', 'check-in_boarding', 'customer_service']"
12402,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12403,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12404,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12405,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12406,['frontier_airline'],"['check-in_boarding', 'comfort']"
12408,['frontier_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
12409,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12410,['frontier_airline'],"['comfort', 'customer_service', 'monetary_values', 'check-in_boarding']"
12411,['frontier_airline'],"['check-in_boarding', 'customer_service', 'food_beverage']"
12412,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12413,"['frontier_airline', 'southwest_airline']","['monetary_values', 'customer_service']"
12414,['frontier_airline'],"['check-in_boarding', 'comfort', 'monetary_values', 'customer_service']"
12415,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12416,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12417,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12418,"['frontier_airline', 'southwest_airline']","['monetary_values', 'check-in_boarding']"
12419,['frontier_airline'],"['comfort', 'check-in_boarding']"
12420,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12421,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage', 'comfort']"
12422,['frontier_airline'],['check-in_boarding']
12423,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12424,['frontier_airline'],"['customer_service', 'monetary_values']"
12425,"['frontier_airline', 'southwest_airline']","['comfort', 'check-in_boarding']"
12426,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'comfort']"
12427,['frontier_airline'],"['monetary_values', 'customer_service']"
12428,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']"
12429,['frontier_airline'],['check-in_boarding']
12430,['frontier_airline'],['check-in_boarding']
12431,"['frontier_airline', 'southwest_airline']","['check-in_boarding', 'monetary_values']"
12432,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12433,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12434,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12435,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12436,['frontier_airline'],"['monetary_values', 'customer_service']"
12437,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12438,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12439,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12440,"['frontier_airline', 'spirit_airline']","['customer_service', 'check-in_boarding', 'monetary_values']"
12441,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'cleanliness']"
12442,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding', 'comfort']"
12443,['frontier_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
12444,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12445,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12446,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12447,['frontier_airline'],"['monetary_values', 'comfort', 'check-in_boarding']"
12448,['frontier_airline'],['check-in_boarding']
12449,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12450,['frontier_airline'],['monetary_values']
12451,['frontier_airline'],"['food_beverage', 'customer_service', 'check-in_boarding']"
12452,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12453,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12454,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12455,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12456,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12457,['frontier_airline'],['check-in_boarding']
12459,['frontier_airline'],['check-in_boarding']
12460,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12461,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12462,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12463,['frontier_airline'],['check-in_boarding']
12464,"['frontier_airline', 'delta_airline']","['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
12465,['frontier_airline'],['check-in_boarding']
12466,['frontier_airline'],['customer_service']
12467,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12468,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12469,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12470,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12471,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12472,"['frontier_airline', 'american_airline']","['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
12473,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12474,['frontier_airline'],"['check-in_boarding', 'comfort', 'customer_service', 'monetary_values']"
12475,['frontier_airline'],"['check-in_boarding', 'food_beverage', 'monetary_values', 'customer_service']"
12476,['frontier_airline'],"['comfort', 'monetary_values', 'food_beverage']"
12477,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12478,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12479,['frontier_airline'],['customer_service']
12480,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12481,['frontier_airline'],['check-in_boarding']
12482,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12483,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12484,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12485,['frontier_airline'],['check-in_boarding']
12486,['frontier_airline'],"['check-in_boarding', 'comfort', 'customer_service']"
12487,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12488,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12489,['frontier_airline'],"['monetary_values', 'customer_service']"
12490,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12491,['frontier_airline'],"['monetary_values', 'comfort', 'customer_service', 'check-in_boarding']"
12492,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12493,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12494,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12495,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12496,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12497,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12498,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12499,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service', 'comfort']"
12500,['frontier_airline'],['check-in_boarding']
12501,['frontier_airline'],['monetary_values']
12502,['frontier_airline'],['customer_service']
12503,['frontier_airline'],"['monetary_values', 'customer_service']"
12504,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12505,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12506,['frontier_airline'],"['food_beverage', 'customer_service', 'check-in_boarding']"
12507,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12508,['frontier_airline'],"['customer_service', 'comfort', 'check-in_boarding', 'monetary_values']"
12509,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12510,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'food_beverage', 'comfort']"
12511,['frontier_airline'],['check-in_boarding']
